Cloud-J v7.4+  extended cloud scattering and absorption for 12:18 (old FJ) & 19:27 (+RRTM)
  06 = 04 water clouds + 02 ice-clouds for each FJext bins.  Use #12 for #1:#11 (very little light in trop)
ice clouds, new PI0, Q, uses Mishchenko P1:P7 (Reff=40=irreg/warm, =60=hexag/cold)
  01 1.000  3.00 C1/Deirmenjian gamma:r-m=2.0/alf=6 n=1.335 reff=3.0 G=19.6 rho=1.
  02 1.000  6.00 C1/Deir: r-m=4.0/alf=6 n=1.335  reff=6.0 G=78.2 rho=1.
  03 1.000 12.00 C1/Deir: r-m=8.0/alf=2 n=1.335  reff=12.0 G=301.1 rho=1.
  04 1.000 20.00 C1/Deir: r-m=13./alf=2 n=1.335  reff=20.0 G=473. rho=1.
  05 0.917 40.00 Ice-Irregular (Mishchencko) Warm reff=40 approx rho=0.917
  06 0.917 60.00 Ice-Hexagonal (Mishchencko) Cold reff=60 approx rho=0.917
FJ# Weff Reff Geff  NReal NImag   Q-ext PI0 ssa P1:P7
25 2.748 20.0 473. 1.239 1.0E-01 2.149 0.50744 2.927 4.789 6.580 8.310 9.98111.59413.147
25 2.748 40.0 999. 1.125 1.0E-01 2.070 0.51108 2.257 3.164 4.096 5.088 6.018 6.897 7.794
25 2.748 60.0 999. 1.125 1.0E-01 2.070 0.51108 2.435 3.712 4.756 5.960 6.908 7.865 8.954

26 3.404  3.0 19.6 1.428 5.1E-02 3.033 0.72838 2.463 3.352 3.691 3.735 3.559 3.222 2.834
26 3.404  6.0 78.2 1.428 5.1E-02 2.451 0.57018 2.602 3.885 4.854 5.729 6.424 6.986 7.387
26 3.404 12.0 301. 1.428 5.1E-02 2.268 0.52403 2.817 4.493 6.024 7.459 8.777 9.99211.092
26 3.404 20.0 473. 1.428 5.1E-02 2.188 0.52250 2.862 4.644 6.337 7.962 9.51711.00412.421
26 3.404 40.0 999. 1.496 1.6E-01 2.100 0.54118 2.257 3.164 4.096 5.088 6.018 6.897 7.794
26 3.404 60.0 999. 1.496 1.6E-01 2.100 0.54118 2.435 3.712 4.756 5.960 6.908 7.865 8.954

27 5.362  3.0 19.6 1.317 2.2E-02 2.056 0.86757 2.468 3.195 3.207 2.814 2.220 1.618 1.097
27 5.362  6.0 78.2 1.317 2.2E-02 3.043 0.83511 2.579 3.674 4.235 4.474 4.463 4.276 3.988
27 5.362 12.0 301. 1.317 2.2E-02 2.409 0.68090 2.583 3.824 4.644 5.381 5.998 6.565 7.044
27 5.362 20.0 473. 1.317 2.2E-02 2.268 0.59951 2.751 4.278 5.549 6.764 7.883 8.941 9.911
27 5.362 40.0 999. 1.326 2.9E-02 2.140 0.52422 2.257 3.164 4.096 5.088 6.018 6.897 7.794
27 5.362 60.0 999. 1.326 2.9E-02 2.140 0.52422 2.435 3.712 4.756 5.960 6.908 7.865 8.954
